key,atom,a0.25_rp1.5,a0.25_rp2.5,a0.5_rp1.5,a0.5_rp2.5,a1.0_rp1.5,a1.0_rp2.5
1D-006,6,0.736072454147,0.211459829314,1.03525135833,0.260682723562,1.24245358521,0.569463209922
1D-006,7,1.49901723024,0.306980475257,1.57233920558,0.373843856675,1.72353241089,0.890922471307
1D-007,0,1.4815642124,0.440151451421,1.59094754583,0.469372143033,1.78185726235,0.969493321575
1D-007,1,1.48038476135,0.296323342404,1.58729334956,0.325287671274,1.72611933557,0.825390901288
1D-007,2,0.485351335766,0.30050192742,0.536207331723,0.317388340858,0.662648296761,0.485380763955
1D-007,3,1.48016878922,0.296380193903,1.58734037736,0.32535075316,1.72627125505,0.825416019357
1D-007,4,1.48161227226,0.440128378732,1.59093232639,0.469353004876,1.78181446953,0.969486300479
1D-007,5,1.48883907433,0.444278936751,1.58882903796,0.473086888779,1.77929498947,0.97414767961
1D-007,6,0.485163989678,0.300611595526,0.536248536109,0.317516739468,0.662820471292,0.485480398322
1D-007,7,1.48876238892,0.444410910024,1.58886478557,0.473239190793,1.77944214307,0.974287925628
1D-008,0,0.732378144577,0.275092079769,1.03064781244,0.302432906823,1.23745625318,0.606564627843
1D-008,1,0.979056993578,0.268101695662,1.06432432774,0.298752149949,1.19439165617,0.631678361462
1D-008,2,1.52101131285,0.410907800376,1.56409162084,0.442282850031,1.72600304854,0.953880435518
1D-008,3,0.975552713656,0.264181638802,1.06263545499,0.287796167868,1.18292237653,0.61912548633
1D-008,4,0.734869578792,0.288331356115,1.03344172433,0.330840835973,1.25778591385,0.639447362827
1D-008,5,1.46442843357,0.123186393225,1.58643617119,0.150934935403,1.66082759125,0.645950261597
1D-008,6,1.49553634272,0.253905589455,1.57296722554,0.290157544499,1.68094841445,0.797158490932
1D-008,7,1.48390811934,0.232569903684,1.57482432956,0.254031258327,1.67664623676,0.753235346152
1D-009,0,0.663223418826,0.0640119174041,1.02879931296,0.0796565971795,1.17645915609,0.368191174823
1D-009,1,0.663247213443,0.0640119174778,1.02880645384,0.079656774777,1.17645629031,0.368194248991
1D-009,2,0.663207565171,0.0640119177749,1.02879897025,0.0796563046599,1.17646312054,0.368188953695
1D-009,3,0.663255705574,0.0640119176787,1.02880405036,0.0796570340009,1.17645296245,0.368195540643
1D-009,4,0.663236019312,0.064011917404,1.02880527244,0.0796566050926,1.17645865227,0.368192717255
1D-009,5,0.663212224696,0.0640119174777,1.02879813156,0.0796564276682,1.17646151807,0.368189643249
1D-009,6,0.663250579272,0.0640119177753,1.02880251187,0.0796569958118,1.17645357987,0.368194878406
1D-009,7,0.663202438869,0.0640119176783,1.02879743176,0.0796562663655,1.17646373789,0.368188291363
1D-010,0,1.01086410654,0.208771169465,1.04652224784,0.245008193748,1.13511535224,0.589003029687
1D-010,1,1.51583258022,0.347328924828,1.52860148353,0.389862332646,1.65961594742,0.913983076841
1D-010,2,0.786722299438,0.220022049642,1.0463987556,0.257389415856,1.21169713078,0.569091897652
1D-010,3,1.29560135846,0.144086656935,1.56579518457,0.197187414228,1.71438010438,0.682223163492
1D-010,4,1.51902524333,0.163438942983,1.556581016,0.199345403843,1.62193177908,0.711825143388
1D-010,5,1.48451608581,0.180904949131,1.54061764634,0.232706646552,1.61995445969,0.751473913807
1D-010,6,1.32180670275,0.224443135726,1.53776082382,0.300095385413,1.71943758767,0.803560841402
1D-010,7,1.29519109287,0.14418156912,1.56508140593,0.197136550226,1.71345733441,0.682276407017
1D-011,0,1.41994966483,0.189641666148,1.54853960253,0.220046187018,1.64655136576,0.720669403685
1D-011,1,0.795090889518,0.173099793437,1.0508181907,0.191343671937,1.19625553287,0.497069449726
1D-011,2,0.650462393193,0.0755404737903,1.03291504272,0.0925501817105,1.18582088321,0.380995601365
1D-011,3,0.794545178235,0.173087515155,1.05071135386,0.19131931663,1.1963324144,0.496978494721
1D-011,4,0.650544802771,0.0755343105818,1.03293221203,0.0925460714211,1.18580658547,0.381001432627
1D-011,5,0.794602761927,0.173103565497,1.05070283383,0.191356009968,1.19632301182,0.497035366708
1D-011,6,1.41987261871,0.189596579919,1.54854304291,0.220004469647,1.64656075181,0.720616684923
1D-011,7,0.794989017275,0.173185044995,1.05079711266,0.191421345999,1.19630057005,0.497138514167
1D-012,0,1.0468499554,0.301325044889,1.38408720912,0.367116875727,1.60741626206,0.860526583076
1D-012,1,1.50372610295,0.381425356914,1.56949442771,0.412087820611,1.72229997304,0.920131552857
1D-012,2,1.46157801371,0.258298905342,1.57546975518,0.277272104713,1.69416672214,0.773429843472
1D-012,3,1.01603108828,0.334870314755,1.02846374496,0.365870232102,1.14484966804,0.715038021934
1D-012,4,0.875142773605,0.204130197999,1.06459643246,0.227193414614,1.18818533295,0.543446895368
1D-012,5,1.46530616072,0.449206778953,1.53960500877,0.500232060207,1.72824858305,1.01933579843
1D-012,6,0.953852832875,0.282660355204,1.06637813552,0.301679063864,1.20002119135,0.628016720786
1D-012,7,1.65704234254,0.300807940944,1.81909270964,0.37660077646,1.97611876926,1.07823930962
1D-013,0,0.675138589342,0.0712566741027,1.03775363587,0.10697725971,1.18462164057,0.406382300122
1D-013,1,0.675138605068,0.0709199562337,1.0377517268,0.106623666848,1.18451962735,0.406069643127
1D-013,2,0.67513857818,0.0708893463167,1.03775170932,0.10635824584,1.18445354617,0.405708334755
1D-013,3,0.675138592468,0.0712358540274,1.03775367423,0.106729804522,1.18456038836,0.406041013143
1D-013,4,0.675138589342,0.0712733851126,1.03775372374,0.107005302988,1.18462926256,0.406412830809
1D-013,5,0.675138605068,0.0709020134202,1.03775163567,0.106589922148,1.18451056735,0.406031767458
1D-013,6,0.67513857818,0.0708875761451,1.03775170007,0.106355368274,1.18445276311,0.405705251243
1D-013,7,0.675138592468,0.0712491579959,1.03775374405,0.106752783909,1.18456661994,0.406066300768
1D-014,0,0.678085452894,0.0742038256594,1.03833487375,0.104912750191,1.18368337919,0.400950221347
1D-014,1,0.678085164584,0.0741380274546,1.03833441817,0.104829762614,1.18365972604,0.400866143265
1D-014,2,0.678084211526,0.0741708062819,1.03833443362,0.10487148329,1.18367176907,0.400908383642
1D-014,3,0.678084672768,0.0741727151999,1.03833453364,0.104873894885,1.18367238317,0.400910879129
1D-014,4,0.678084672768,0.0742366044867,1.03833492271,0.104954472652,1.18369539491,0.400992483537
1D-014,5,0.678085164584,0.0742199167676,1.038334916,0.104933300425,1.18368927764,0.400971065461
1D-014,6,0.678084211526,0.0741608105912,1.0383343732,0.104858742465,1.18366813941,0.400895446609
1D-014,7,0.678085452894,0.0742318213762,1.03833504293,0.10494845106,1.1836935487,0.400986476167
1D-015,0,0.984154503499,0.298022125539,1.06206239921,0.312503393954,1.19236206938,0.642135201946
1D-015,1,1.48779375464,0.438548839373,1.58759053508,0.465516490183,1.7740388111,0.966141905221
1D-015,2,1.48984910961,0.434245536725,1.58621273894,0.460694555992,1.76914001965,0.961767113239
1D-015,3,0.984823696767,0.441857779074,1.06429599056,0.469072907794,1.24855444046,0.806056681175
1D-015,4,0.477440074326,0.299094508156,0.537080878151,0.314299195177,0.66447978227,0.480461940898
1D-015,5,1.47752666755,0.294820837809,1.58598086163,0.322056509014,1.72360917714,0.821542588681
1D-015,6,1.48962580073,0.348389428724,1.58407491471,0.376673923073,1.73506006126,0.878723659521
1D-015,7,1.48149429078,0.208114866764,1.58519160658,0.233773244764,1.68887388293,0.732297571592
1D-016,0,0.679658682668,0.0714800723254,1.03861332401,0.108832474852,1.18428586177,0.409182191586
1D-016,1,0.679658641107,0.0724905372437,1.03862097751,0.106396455851,1.18371257558,0.404633270528
1D-016,2,0.679658633106,0.0655327368711,1.03858373129,0.092528612909,1.17995899319,0.388132513387
1D-016,3,0.679658620271,0.0665723161866,1.03859154269,0.0901385213226,1.1793982901,0.383632845153
1D-016,4,0.679658682668,0.0714581510258,1.03861320469,0.108798258073,1.184276462,0.40914554146
1D-016,5,0.679658641107,0.0725173686429,1.03862112687,0.106435433938,1.18372338638,0.404674075328
1D-016,6,0.679658633106,0.0655460306212,1.03858380001,0.0925521389351,1.17996534895,0.38815849867
1D-016,7,0.679658620271,0.0665761338411,1.03859156576,0.0901433883688,1.17939967658,0.383637787403
1D-017,0,0.680148352458,0.0663257813993,1.0386824126,0.0903567380028,1.17936475085,0.384318556882
1D-017,1,0.68014872461,0.0726971246995,1.03871414321,0.107199945889,1.18383125809,0.405695401593
1D-017,2,0.680148375702,0.066469703092,1.03868331036,0.0900957535804,1.17929707384,0.383671269511
1D-017,3,0.680148433074,0.0725771557869,1.03871333304,0.107493239472,1.18390811815,0.406376545987
1D-017,4,0.680148352458,0.0663470841806,1.03868254103,0.0903816900281,1.17937189672,0.384342143843
1D-017,5,0.68014872461,0.0727494059508,1.03871447474,0.107258402789,1.18384837398,0.405752658001
1D-017,6,0.680148375702,0.0665371939348,1.03868371954,0.0901807110598,1.17932130295,0.383756680551
1D-017,7,0.680148433074,0.0725353434165,1.03871309897,0.10742706729,1.18388986672,0.406304196852
1D-018,0,0.681388571038,0.073421773061,1.03895359631,0.104580620643,1.18298749287,0.40122726541
1D-018,1,0.681387176476,0.065996289894,1.0389134506,0.0896716806542,1.17895094428,0.383399871478
1D-018,2,0.681391843557,0.0738237437783,1.03895666256,0.105089969512,1.18313233695,0.401744928687
1D-018,3,0.681389395227,0.0660853305071,1.03891440419,0.0897851623936,1.17898291183,0.383515348881
1D-018,4,0.681388571038,0.0735295631871,1.03895427267,0.104712185807,1.18302543393,0.401360276818
1D-018,5,0.681387176476,0.0659300947444,1.0389130515,0.0895869757585,1.17892683461,0.383313778295
1D-018,6,0.681391843557,0.0736846567787,1.03895583102,0.104908866269,1.1830809318,0.401559254334
1D-018,7,0.681389395227,0.0663981184402,1.03891630959,0.0901795017815,1.17909553958,0.383914676077
1D-019,0,0.686082218076,0.0685188499274,1.03979566069,0.101106732436,1.18111408401,0.399953071835
1D-019,1,0.669566232777,0.0579401270847,1.01288661921,0.0755702269258,1.1647921275,0.365627279148
1D-019,2,0.686010783066,0.0684136257115,1.03978407322,0.100812903638,1.18104948607,0.399572927284
1D-019,3,0.685061789546,0.0664841788041,1.03927649133,0.100253836667,1.18083586503,0.400048494078
1D-019,4,0.686082218076,0.0662731667859,1.039782623,0.0982197022668,1.18029786428,0.397051786151
1D-019,5,0.669566232777,0.0579401270847,1.01288661921,0.0755702269258,1.1647921275,0.365627279148
1D-019,6,0.686010783066,0.0662261470272,1.03977136419,0.0980129896106,1.18025777451,0.396771708039
1D-019,7,0.685061789546,0.0663487766583,1.03927579409,0.0999973038164,1.18076690261,0.399758634755
1D-020,0,0.670096374495,0.0577107707729,1.01292816973,0.0753940603032,1.16457928809,0.365543423348
1D-020,1,0.686116758756,0.0669387119306,1.03975715259,0.0993897594108,1.18057175394,0.398132122759
1D-020,2,0.685748025078,0.066890001758,1.03930746067,0.0989254440604,1.18033025626,0.397474125714
1D-020,3,0.686372253186,0.0652844588256,1.03983359011,0.0994157220749,1.18051282491,0.399707998685
1D-020,4,0.670096374495,0.0577107707729,1.01292816973,0.0753940603032,1.16457928809,0.365543423348
1D-020,5,0.686116758756,0.0671066642492,1.03975842787,0.0993954500526,1.18058340856,0.398066302836
1D-020,6,0.685748025078,0.0664074105835,1.03930459708,0.0982973658239,1.1801520807,0.396829771417
1D-020,7,0.686372253186,0.0656033287458,1.03983522041,0.0999852584196,1.18066632877,0.400336055645
1D-021,0,0.696788331406,0.0650109991111,1.04179820803,0.0805593787297,1.17439981804,0.37295026334
1D-021,1,0.66307942577,0.0750844950334,1.03542340574,0.102935459585,1.18586908652,0.396639365441
1D-021,2,0.689033422283,0.0850429084016,1.04049883951,0.115999199539,1.18541105096,0.41297078513
1D-021,3,0.722490973351,0.0777935268977,1.04626798905,0.107172423751,1.17716584432,0.407876011991
1D-021,4,0.722490973384,0.0940321649909,1.04641139113,0.122084538166,1.18196692451,0.421877975887
1D-021,5,0.663079425771,0.0798866618445,1.03545388291,0.108860594045,1.18757608548,0.402631160417
1D-021,6,0.689033422281,0.0719718015487,1.04042239696,0.0946416113902,1.17949357175,0.388887237053
1D-021,7,0.69678833144,0.0909194713855,1.04199497709,0.113231654145,1.1840449491,0.407573189972
1D-022,0,0.682513160779,0.0612989328226,1.02607445914,0.0855931089956,1.17069531771,0.379836551383
1D-022,1,0.689353757377,0.0661493192632,1.03715386543,0.096539651483,1.17757560828,0.394048046527
1D-022,2,0.689326566441,0.0658067619451,1.03710691563,0.0960523786493,1.17742392091,0.393536515809
1D-022,3,0.682453675058,0.0609563755082,1.02597974765,0.0851074414821,1.17052676236,0.379323961896
1D-022,4,0.682513160779,0.0613765156634,1.02607490107,0.0857020925896,1.17072575287,0.379949948668
1D-022,5,0.689353757377,0.0662320404238,1.03715433609,0.0966561170239,1.17760811969,0.394169300295
1D-022,6,0.689326566441,0.0658103130798,1.03710693545,0.0960575665243,1.17742535975,0.39354196793
1D-022,7,0.682453675058,0.0609547883231,1.02597973874,0.0851051474102,1.17052612495,0.379321557533
1D-023,0,0.668743521327,0.0575998276371,1.0104738611,0.0753919005019,1.16359761956,0.365448134785
1D-023,1,0.686329764914,0.0681263337928,1.03982921091,0.103604101879,1.18166165659,0.404017409806
1D-023,2,0.686344133208,0.067851288651,1.03983529272,0.100771382921,1.1809389642,0.399837549594
1D-023,3,0.686331335459,0.0684163866876,1.03982906456,0.102352150373,1.18135264693,0.401813241012
1D-023,4,0.668743521327,0.0575998276371,1.0104738611,0.0753919005019,1.16359761956,0.365448134785
1D-023,5,0.686329764914,0.0685632483729,1.03983164829,0.1041842822,1.18182392946,0.40459826077
1D-023,6,0.686344133208,0.0682810572956,1.0398376416,0.10150831456,1.18114047511,0.400666238382
1D-023,7,0.686331335459,0.0682691209713,1.03982830339,0.1020614891,1.18127427863,0.401472118117
1D-024,0,0.683983137107,0.0531893040919,1.01831913916,0.0718492435016,1.16195164783,0.364214552021
1D-024,1,0.6888666116,0.0561376988842,1.02503450196,0.0798003379967,1.16645235654,0.374878019604
1D-024,2,0.696362206274,0.0561473249542,1.03574540989,0.0796233610463,1.17021526418,0.375471770182
1D-024,3,0.683858329724,0.0531858865253,1.01815047659,0.0718121975327,1.16188091866,0.364130470979
1D-024,4,0.683983137107,0.053189396831,1.01831913969,0.0718503498039,1.16195195216,0.364216599722
1D-024,5,0.6888666116,0.0561345191002,1.02503448551,0.0797947207393,1.1664508387,0.374871818076
1D-024,6,0.696362206274,0.0561505380083,1.03574542651,0.0796293014808,1.17021686937,0.375478531676
1D-024,7,0.683858329724,0.0531859459943,1.01815047694,0.0718129806578,1.16188113564,0.364131958716
1D-025,0,0.903073887985,0.253836373456,1.06655196452,0.266564580936,1.19845215482,0.583775022178
1D-025,1,1.32958001831,0.256011874531,1.51108648767,0.282367829546,1.64862535264,0.781748109007
1D-025,2,1.32120061606,0.251361043669,1.51132141721,0.277770726286,1.64939199066,0.775911631971
1D-025,3,0.906743567025,0.246240334079,1.06625351239,0.259886647539,1.19391414478,0.577831297825
1D-025,4,0.936664409066,0.263619095067,1.06578303537,0.280422087347,1.19131195632,0.603201801318
1D-025,5,1.32956142005,0.255985372239,1.51113717241,0.282347961294,1.64870253054,0.781709301743
1D-025,6,1.32114465459,0.251297196245,1.51126806201,0.277711803615,1.64931087586,0.775856176514
1D-025,7,0.916198580596,0.278226054558,1.06740458439,0.294523416995,1.20660361754,0.614185860429
1D-026,0,1.48280001182,0.3733179361,1.56639943374,0.516954658497,1.7956093717,1.06900873615
1D-026,1,1.49582621538,0.400211411997,1.56884580432,0.464141474113,1.75103180155,0.981759662722
1D-026,2,1.00183469169,0.420763976842,1.08279244315,0.569929722767,1.34425824257,0.964932559481
1D-026,3,1.50802652446,0.360288090915,1.58989346203,0.496836606074,1.81514753131,1.04351614359
1D-026,4,1.49199744238,0.404130766393,1.56297653205,0.496366397107,1.76054718719,1.02602002491
1D-026,5,1.49255929773,0.372875318553,1.58901801814,0.530099331344,1.83814270259,1.09656792328
1D-026,6,1.49414292967,0.362720530469,1.5798703077,0.433779236215,1.75145238444,0.951068927773
1D-026,7,1.00299332984,0.401624163208,1.02831522684,0.478001892159,1.20616283403,0.840451476035
1D-027,0,1.01058162435,0.180468362216,1.12310511486,0.307622019547,1.29265262682,0.766681182477
1D-027,1,1.50924140314,0.221818723435,1.65455265297,0.353633090102,1.85229931115,0.975596969751
1D-027,2,1.52352157689,0.216595784492,1.54709371233,0.273418957111,1.63098324472,0.798154093395
1D-027,3,1.51046080968,0.188758918944,1.56216770594,0.219862613527,1.63946150337,0.728257220947
1D-027,4,1.76337110137,0.352728916842,1.91310045894,0.436248998862,2.09556545439,1.13878583033
1D-027,5,1.75083040203,0.191663230754,1.91338433868,0.255424472118,2.0302159562,0.947707909477
1D-027,6,1.52429954032,0.34452111173,1.54515455177,0.390081419423,1.67976637871,0.910864915198
1D-027,7,1.00252329758,0.224642812306,1.0527480851,0.258029921946,1.15006852598,0.598136845862
1D-028,0,0.778563400346,0.00514920519508,0.998492240258,0.0271105516336,1.07947385683,0.346162542049
1D-028,1,1.43745437399,0.188581986318,1.59235316409,0.241810571323,1.71738512563,0.741709692313
1D-028,2,1.41876895631,0.0970450019614,1.58635755364,0.135783847776,1.67630329111,0.629417701531
1D-028,3,1.42235029514,0.0966573633364,1.58741038308,0.134718323414,1.67574528073,0.628356447673
1D-028,4,0.778563400346,0.00514920519508,0.998492240258,0.0271105516336,1.07947385683,0.346162542049
1D-028,5,1.43735793292,0.188400045951,1.59222984736,0.240848206758,1.71656792963,0.740508577351
1D-028,6,1.41858569537,0.096807798116,1.58639649578,0.135480417685,1.67629745607,0.629068878452
1D-028,7,1.42177114157,0.0967701171503,1.58763952367,0.135210395365,1.67656524915,0.628834787154
1D-029,0,0.988596935141,0.225789381188,1.05758470914,0.250023943999,1.15635652567,0.584253134308
1D-029,1,1.58283202601,0.245731313952,1.7611619855,0.395365229161,1.95773753731,1.1076731694
1D-029,2,0.921314306647,0.268183755956,1.2209834847,0.42143244015,1.47001056797,0.952585418571
1D-029,3,1.49633326328,0.104834463968,1.57068227084,0.144995628139,1.62753545015,0.652851354329
1D-029,4,1.48339758404,0.162902179897,1.55025483941,0.207026186855,1.62367294903,0.719678151115
1D-029,5,1.47248242745,0.40435849287,1.5941425625,0.553083276747,1.85213420689,1.10539979216
1D-029,6,1.86049964041,0.315885298663,1.9431555004,0.461180682502,2.13594827001,1.21213746561
1D-029,7,0.988103217129,0.224558870426,1.06112964519,0.263513580575,1.17326662933,0.600962553255
1D-030,0,1.34621540644,0.111608283063,1.53450034909,0.342078267299,1.76828165413,0.974829693297
1D-030,1,1.34611475977,0.111301936386,1.53464878673,0.341898832637,1.7685299711,0.974910109923
1D-030,2,1.34614355388,0.111506714134,1.53445039698,0.341976992125,1.76819596052,0.97470941759
1D-030,3,1.34614949163,0.111423247007,1.53468330889,0.34200927876,1.76860369621,0.97501472323
1D-030,4,1.70455583822,0.158439226464,1.90526067232,0.474629636023,2.20461917092,1.3348567547
1D-030,5,1.70414881758,0.158321493874,1.90493758211,0.474678910587,2.20433849061,1.33482479515
1D-030,6,1.70412329502,0.158331560888,1.90503718032,0.47457118576,2.20442870435,1.33481727871
1D-030,7,1.70441622967,0.158435777642,1.90505381656,0.474747611392,2.20442940749,1.33486377423
1D-031,0,1.48937799628,0.241819999682,1.57542696092,0.317201240606,1.7167358427,0.835724344712
1D-031,1,0.849241057943,0.158502927834,1.06566404478,0.279091666596,1.26858892271,0.633103156979
1D-031,2,0.860748231107,0.155204268013,1.06178177323,0.277667929847,1.25867311637,0.635465069308
1D-031,3,1.4897163394,0.239702323122,1.57530957303,0.316157412176,1.71680776488,0.835683419344
1D-031,4,1.51539551507,0.305771443571,1.59184404065,0.493593252239,1.84184770365,1.06151042035
1D-031,5,0.84167096066,0.145344231826,1.06249815113,0.235472908199,1.24061526539,0.572929703548
1D-031,6,0.851490387893,0.148767567687,1.06290648706,0.231042605959,1.23312659277,0.566502745633
1D-031,7,1.5142102092,0.313800455404,1.596299516,0.492058926388,1.84461589131,1.05418103123
1D-032,0,1.40557783249,0.230265636526,1.5744907162,0.292486586007,1.73417806602,0.79661726588
1D-032,1,1.43154341664,0.152134954116,1.53259222908,0.185378555773,1.62015794893,0.695725985668
1D-032,2,0.732867832014,0.149315905974,1.05399203194,0.199229242423,1.23668956924,0.508611259559
1D-032,3,1.43157846694,0.152154049524,1.53260751162,0.185377487396,1.62017647571,0.695719215306
1D-032,4,1.40547224227,0.230325934635,1.57440576262,0.292416448767,1.73402909605,0.796496212002
1D-032,5,1.42653097712,0.074923113817,1.55444182925,0.103374225823,1.61785220857,0.604481695163
1D-032,6,0.732974891622,0.149340207286,1.05396858075,0.199093438537,1.23652315148,0.508427381533
1D-032,7,1.42643350734,0.0748963906765,1.55439402624,0.103349606319,1.61780330577,0.60445944838
1D-033,0,1.38992247835,0.0282471997539,1.68926747591,0.243917165962,1.94260646927,0.908637038788
1D-033,1,1.38984134044,0.028480688424,1.68837693071,0.244267710696,1.94155014746,0.908236417211
1D-033,2,0.79861790155,0.0103501648201,1.0189480575,0.0332991149727,1.10205580495,0.348987697785
1D-033,3,0.799213455914,0.0103501645481,1.01922219806,0.033286337321,1.10213801768,0.34899984765
1D-033,4,1.38863760092,0.0284806928319,1.68746045341,0.244376777888,1.94070517854,0.908500979408
1D-033,5,1.38870037249,0.0282472041614,1.68835025174,0.244025858708,1.94176636797,0.90889878627
1D-033,6,0.79861790155,0.0103501115602,1.01894805721,0.0332986393495,1.10205567659,0.348986882927
1D-033,7,0.799213455914,0.0103501112882,1.01922219777,0.0332858616978,1.10213788932,0.348999032791
1D-034,0,0.772610858157,0.00964682177869,1.00562461848,0.0327812233354,1.09621307094,0.347587050543
1D-034,1,1.39483801662,0.0280194524638,1.68765360565,0.243725445912,1.93887230704,0.90766839522
1D-034,2,0.772549769927,0.0096468218193,1.00559639317,0.0327825794751,1.09620455924,0.347585760541
1D-034,3,1.39483599176,0.0280261848489,1.68762845932,0.243735351906,1.93884227358,0.907656987806
1D-034,4,0.772610858157,0.00964682177869,1.00562461848,0.0327812233354,1.09621307094,0.347587050543
1D-034,5,1.39316390638,0.0280261909393,1.6863680445,0.243885001632,1.93768519903,0.908018047113
1D-034,6,0.772549769927,0.0096468218193,1.00559639317,0.0327825794751,1.09620455924,0.347585760541
