key,atom,a0.25_rp1.0,a0.25_rp2.0,a0.25_rp3.0,a0.5_rp1.0,a0.5_rp2.0,a0.5_rp3.0,a1.0_rp1.0,a1.0_rp2.0,a1.0_rp3.0
1D-001,7,0.0621546739854,0.0601859040097,0.0151875502272,0.643873163713,0.771394959733,0.165187284928,1.30528397589,1.6175749805,0.554183736317
1D-002,0,0.0458582652691,0.0362364727482,0.0109676752395,0.638584468347,0.723958161062,0.173078279154,1.30017904709,1.58925806999,0.545977646729
1D-002,1,0.0458275174196,0.0361878665181,0.0109735407538,0.638432539345,0.723776730358,0.173099882612,1.2999878061,1.58896193064,0.545850561378
1D-002,2,0.0458650968663,0.0362771931761,0.0109515739975,0.638574191398,0.724141249707,0.173069349778,1.30020594126,1.58946404238,0.546094218845
1D-002,3,0.0458662631946,0.0362564413363,0.0109744701322,0.638629925174,0.724028278667,0.173075661299,1.30024135865,1.58936368442,0.546025707515
1D-002,4,0.0458398613195,0.0361974951432,0.0109598884111,0.638483454185,0.723798288457,0.173078672591,1.30003981091,1.58900428097,0.545850607409
1D-002,5,0.045830081208,0.0362557569893,0.0109703603592,0.638446914952,0.724043164255,0.173077804394,1.30006766622,1.58926507282,0.545994577104
1D-002,6,0.0458950278205,0.0361866624854,0.0109631246404,0.638737704099,0.723730303664,0.173080471675,1.3002646936,1.58908735022,0.545872286511
1D-002,7,0.0458572999784,0.0362197077701,0.0109646979284,0.63858069802,0.723929818192,0.173096003101,1.30016931575,1.58924913053,0.545994688266
1D-003,0,0.0783421046933,0.0137312318186,0.00868603750437,0.744174803475,0.527455610397,0.0989873060514,1.34115474682,1.34027227838,0.328428853946
1D-003,1,0.054064069204,0.0234295829979,0.0160481166478,0.673200873724,0.632918700385,0.157875295953,1.30902197335,1.48141099771,0.465661802876
1D-003,2,0.327596691464,0.00111591908005,0.00452729922923,0.878723269679,0.190630990412,0.0482621981182,1.13423398314,0.812409592293,0.152095280466
1D-003,3,0.0639774646631,0.0118668665161,0.0118941103992,0.534021849562,0.385344224955,0.107154856015,0.937023353768,0.989651309209,0.307442806897
1D-003,4,0.0639924596922,0.0118346421178,0.0118951227942,0.534042294674,0.385180984654,0.107140561504,0.936995739246,0.989450389046,0.307319160916
1D-003,5,0.054150747106,0.023414214184,0.0160581137739,0.67357752927,0.632748820773,0.157845818001,1.30932992398,1.48140401601,0.465590402522
1D-003,6,0.327596691464,0.00111591908005,0.00452729922923,0.878723269679,0.190630990412,0.0482621981182,1.13423398314,0.812409592293,0.152095280466
1D-003,7,0.0784137875661,0.0137076198435,0.00868555818238,0.744530838092,0.527374303329,0.0989990262736,1.34147273339,1.34042904611,0.328498201045
1D-004,0,0.397042996444,0.00138973389837,0.00496657791854,0.891421338516,0.191101682045,0.0478205582424,1.13723430695,0.801620729724,0.149086572188
1D-004,1,0.0514730390857,0.0237918715654,0.0161877225208,0.663693381499,0.633996383159,0.157277817087,1.30072493308,1.47605627195,0.46257839234
1D-004,2,0.0753398882472,0.0138931849649,0.00879286110828,0.735869442251,0.527743443205,0.0980755679007,1.33416708988,1.33501804915,0.324854393536
1D-004,3,0.0611401372929,0.0119282278337,0.0123884489647,0.526802744366,0.385756093701,0.107002928405,0.931160058219,0.98586354435,0.305240762035
1D-004,4,0.397042996444,0.00138973389837,0.00496657791854,0.891421338516,0.191101682045,0.0478205582424,1.13723430695,0.801620729724,0.149086572188
1D-004,5,0.0517849189671,0.0236875562903,0.0162341947617,0.665065797762,0.633161283745,0.157210279032,1.30179824284,1.4758013795,0.462220393001
1D-004,6,0.0613645821909,0.011832982973,0.01239126021,0.527381644202,0.385143464999,0.106966902471,0.931484578687,0.985380992359,0.30491209011
1D-004,7,0.0754273232307,0.0138282983843,0.00878250283652,0.736662761641,0.52768808803,0.0981138695713,1.33496098061,1.33562600952,0.325154883368
1D-005,0,0.0636463848313,0.0118084023618,0.0119235114582,0.533190811396,0.385178362669,0.107107887043,0.936297344348,0.988983672139,0.307053239865
1D-005,1,0.0538964824588,0.023389206476,0.0160632460944,0.672602484646,0.632623850305,0.157787433759,1.30841120115,1.48059120954,0.465147505712
1D-005,2,0.337457687449,0.00108060395078,0.00455221153274,0.88718934098,0.188056865717,0.0482381002429,1.13908987431,0.81085284342,0.151401877452
1D-005,3,0.0779580818608,0.0137544855773,0.00869135720556,0.743195508472,0.527670511594,0.0989346920864,1.34039660328,1.33997716043,0.328248029687
1D-005,4,0.0779779255069,0.0137529226994,0.00869111930568,0.743244656806,0.527650690126,0.0989346674714,1.34043184097,1.33997676546,0.328245637865
1D-005,5,0.0538960814376,0.0233937231397,0.0160617760767,0.672600758019,0.632642967143,0.157780850477,1.30841413797,1.48060830208,0.465151632146
1D-005,6,0.337457687449,0.00108060395078,0.00455221153274,0.88718934098,0.188056865717,0.0482381002429,1.13908987431,0.81085284342,0.151401877452
1D-005,7,0.063626140164,0.0118057774732,0.0119234572671,0.53313989484,0.385178870669,0.107104750017,0.936255543922,0.988957897838,0.307038720449
1D-006,0,0.243507578927,0.0240486236006,0.00942991538178,0.747342786537,0.337908566554,0.0833082888189,1.07555121433,0.969949078374,0.272194180424
1D-006,1,0.068567426001,0.0350444075719,0.0143493525606,0.714106111458,0.623819705201,0.131256461745,1.34044374348,1.46118650297,0.424216712495
1D-006,2,0.243625586734,0.0241166534936,0.00942152684533,0.747528750992,0.338004772346,0.0833152044049,1.07572044015,0.970126426357,0.272285031161
1D-006,3,0.0686587420439,0.0350121862852,0.0143498099101,0.714371654025,0.623680030989,0.131243188117,1.34063452329,1.46115547007,0.424176548242
1D-006,4,0.243502666983,0.0240253986296,0.00943075648521,0.747330938833,0.337860646943,0.0833075766047,1.07552925091,0.969893610714,0.272167358568
1D-006,5,0.0685754867209,0.0350754764228,0.0143532386861,0.714132096791,0.623842816004,0.131227347915,1.3404720777,1.46119159633,0.424185202579
1D-006,6,0.24360447123,0.0240491615959,0.00942623663801,0.747478021517,0.337863150866,0.0833108491772,1.07564262842,0.969949858851,0.272195845528
1D-006,7,0.0686830063243,0.034996733976,0.0143502930803,0.714436098493,0.62359815617,0.13124361476,1.34066837926,1.46109374294,0.424140716686
1D-007,0,0.0879684672629,0.0210212106252,0.0173895510848,0.780413283949,0.615998243409,0.162423135858,1.39803606379,1.52618207786,0.489353863638
1D-007,1,0.0883142928721,0.017419627542,0.0158628702098,0.780206735689,0.558389958516,0.114190898403,1.38149990467,1.41127737244,0.379682564134
1D-007,2,0.034414404295,0.0118782875758,0.0130146287297,0.272971664453,0.267406303583,0.110985309458,0.494012633972,0.639196547898,0.287784923345
1D-007,3,0.0884417045373,0.0174141932083,0.0158718041886,0.780518389044,0.558295824039,0.11421174164,1.38173149462,1.41132524564,0.379712841581
1D-007,4,0.0879383334482,0.0210228243535,0.0173930846795,0.780333236152,0.616019135308,0.162424506438,1.39797466406,1.52616603006,0.489349137223
1D-007,5,0.08325360049,0.022214152701,0.0145416577116,0.767512458424,0.625899336501,0.159275108244,1.38963596921,1.53059384177,0.490230719924
1D-007,6,0.0345225887944,0.0118858043695,0.0130159405514,0.273229221983,0.267397200607,0.110996379917,0.494219542314,0.639316689908,0.287852215948
1D-007,7,0.0833029614706,0.0222289729991,0.0145368729354,0.767646749891,0.625967190238,0.159273933691,1.38976517476,1.53074917521,0.490312862691
1D-008,0,0.246294795982,0.00798404367661,0.0237705335072,0.751830235739,0.310026167515,0.132063938515,1.07344662813,0.978311696529,0.321212578458
1D-008,1,0.063929913396,0.0188874260609,0.00489267212882,0.533935802613,0.411250176296,0.0943915777868,0.943120147952,1.01289135678,0.309891772694
1D-008,2,0.0549425186864,0.0264678652117,0.00882113903197,0.67712631871,0.653209879291,0.147228682342,1.31750877307,1.50475570864,0.470941608011
1D-008,3,0.0660036796249,0.0121919385665,0.0114297861034,0.539045642717,0.386782796995,0.106837568,0.941495029555,0.994061581678,0.309638036905
1D-008,4,0.244865348535,0.0162747322943,0.0227144518189,0.748509560048,0.342950099743,0.129275439955,1.07891029312,1.01334965168,0.338052323588
1D-008,5,0.09833243831,0.00823450252318,0.0130315316235,0.806755718709,0.459076418238,0.0711593917436,1.37727241015,1.26178641154,0.252572998757
1D-008,6,0.075306288394,0.0136951366533,0.021897840739,0.738423344157,0.537231056624,0.130967049912,1.34042362901,1.37001548003,0.371269607236
1D-008,7,0.081471882279,0.0132177990444,0.00885886004481,0.753919729374,0.524530308155,0.0997694689207,1.34895346308,1.34296787819,0.330106672569
1D-009,0,0.279681684341,0.00095259206713,0.00756597590773,0.821563618427,0.196172314362,0.0441906916155,1.09586493257,0.79609591761,0.137421346313
1D-009,1,0.279656258825,0.000952628325785,0.00756597588917,0.821544659368,0.196177346815,0.0441906923629,1.09585417826,0.796099137586,0.137422468949
1D-009,2,0.279688648829,0.000952415588723,0.00756597589273,0.821576944365,0.196167198498,0.0441906899033,1.09587352132,0.796094623018,0.137420361684
1D-009,3,0.279658372647,0.000952812176155,0.00756597589119,0.821537113545,0.196181120899,0.0441906939129,1.09584874289,0.796099333026,0.137423135322
1D-009,4,0.279663299125,0.000952536118739,0.00756597590773,0.821553921135,0.19617410952,0.0441906913727,1.09585993989,0.796098042295,0.137421823924
1D-009,5,0.279688724641,0.000952499852774,0.00756597588917,0.821572880195,0.196169077041,0.0441906907572,1.0958706942,0.796094822404,0.137420701452
1D-009,6,0.27966385049,0.000952804369186,0.00756597589273,0.821541198105,0.196180036778,0.0441906937317,1.09585105981,0.79609863937,0.13742289349
1D-009,7,0.279694126673,0.000952407772362,0.00756597589119,0.821581028925,0.19616611425,0.044190689791,1.09587583822,0.796093929238,0.137420119831
1D-010,0,0.0414286526064,0.0139465838268,0.0164617676959,0.468901721133,0.396740602484,0.102199103065,0.884234527826,0.960156268708,0.288052781213
1D-010,1,0.0354184863713,0.0314246905358,0.0121783453378,0.593721601151,0.667152847595,0.139389396596,1.24288237878,1.45717427071,0.44254860323
1D-010,2,0.189708973434,0.00584226973885,0.0242757903144,0.711922190301,0.294701128917,0.126787568633,1.04502789783,0.946346317597,0.294532814375
1D-010,3,0.188872717633,0.0201973486863,0.0148487337839,0.919295324645,0.462793127564,0.0803540615506,1.45372882738,1.29792033922,0.280570571311
1D-010,4,0.055730306677,0.0155520947811,0.0126080856549,0.678822742728,0.532517711728,0.0907823930339,1.28647189022,1.29961520846,0.299487228168
1D-010,5,0.0603496294134,0.0193062537206,0.0246853660858,0.667616109419,0.547198795939,0.119779421725,1.275399289,1.32056839106,0.337644850069
1D-010,6,0.173958556492,0.0377885610634,0.0168600359706,0.824117870504,0.572016350551,0.103842327581,1.39623391458,1.39198647164,0.361893617019
1D-010,7,0.188590221462,0.0202214732208,0.0148486068107,0.917881171485,0.463291832988,0.0804011808788,1.45248833415,1.29765503402,0.280636616283
1D-011,0,0.0923008357337,0.0183874980708,0.0102004441439,0.745255599685,0.517363954368,0.0947707949431,1.32927711613,1.30798280875,0.308940123801
1D-011,1,0.180466888486,0.00747466241607,0.00732765578326,0.708318845124,0.287892302799,0.072265369711,1.04044993053,0.902957418017,0.224322191278
1D-011,2,0.274888975849,0.000793901561338,0.0116537163692,0.832255368775,0.194406568467,0.0527759396214,1.10482221608,0.806171185814,0.149461500729
1D-011,3,0.180906895024,0.00746789983096,0.00732816253117,0.708753231266,0.287738690332,0.072267485908,1.0407035495,0.902874635963,0.22428391861
1D-011,4,0.274821206994,0.000794102706253,0.0116542760534,0.832191585152,0.194423689863,0.05277506144,1.10478425782,0.806176767835,0.149462351314
1D-011,5,0.180881584215,0.00747440803789,0.00734903081873,0.708680188795,0.287792240018,0.0722906132648,1.04065792448,0.902914259495,0.224327170079
1D-011,6,0.0923433544583,0.0183830438472,0.0102031315319,0.745342213725,0.517302697387,0.094769790661,1.3293295305,1.30793992777,0.308910309527
1D-011,7,0.180551865256,0.00747449989596,0.00734359465055,0.708396197618,0.287902094617,0.0722962011914,1.04050373893,0.903009723681,0.224381758072
1D-012,0,0.122265572688,0.130509764798,0.00800027011752,0.696240609557,0.652429344607,0.11904317873,1.25047704449,1.38402516998,0.411011846245
1D-012,1,0.0666808928983,0.0212421518086,0.015037717197,0.711522111346,0.612332329963,0.152882920054,1.33658487853,1.47343829549,0.454732711802
1D-012,2,0.0918094853049,0.0144498353094,0.00886519106216,0.773679281193,0.531318983451,0.102326637247,1.36553250375,1.36247636549,0.343829476049
1D-012,3,0.0278937434296,0.0158287121148,0.0209157844696,0.416792401432,0.448442104098,0.16105139002,0.851993969488,1.0430167999,0.392739891803
1D-012,4,0.122178499526,0.00417942719603,0.0157975761096,0.649083700068,0.300619261538,0.106684806117,1.00543634071,0.929678763597,0.26756314658
1D-012,5,0.0579369245932,0.0394863955098,0.0169773564158,0.65644945176,0.689152917168,0.180013160685,1.30037879664,1.54607107,0.526140857506
1D-012,6,0.0783745294481,0.0116896747517,0.01016572292,0.567617640507,0.3827762567,0.107397708732,0.963562887348,1.00474802746,0.31584080058
1D-012,7,0.0326718041438,0.144589783397,0.0155219402639,0.614846059403,0.922903825572,0.145361700519,1.4349393394,1.75821898346,0.494407794688
1D-013,0,0.25503923777,0.000760880466387,0.0304975237452,0.813142538124,0.198859372904,0.080167580904,1.09382067652,0.819473560393,0.177225554175
1D-013,1,0.255039225377,0.000760699006353,0.0306386303022,0.813142520274,0.198780810782,0.0800628972753,1.09379442941,0.819239690517,0.176986704802
1D-013,2,0.255039246636,0.000760755324243,0.0304114314908,0.813142541836,0.198762212797,0.0796990468263,1.0937814869,0.819039483575,0.176597553264
1D-013,3,0.255039235303,0.000760939623024,0.0302739897269,0.813142536545,0.198843440915,0.0798183764528,1.09380883058,0.819286036417,0.176855393647
1D-013,4,0.25503923777,0.000760886306534,0.0305014530658,0.813142538351,0.198863789013,0.0801887858966,1.09382245494,0.819493231879,0.17725399671
1D-013,5,0.255039225377,0.000760694203525,0.0306309990413,0.813142520054,0.198775896656,0.0800347743891,1.09379235709,0.819215816463,0.176950580924
1D-013,6,0.255039246636,0.000760754734827,0.0304111743828,0.813142541812,0.198761750576,0.07969697419,1.09378130306,0.819037477943,0.176594714193
1D-013,7,0.255039235303,0.00076094421237,0.0302779636143,0.813142536724,0.198846991151,0.0798363397025,1.09381027686,0.819302217047,0.176879141938
1D-014,0,0.252730393849,0.00076871561515,0.0204453286371,0.810857093588,0.199937108049,0.0712028462348,1.09244408741,0.817443350333,0.16949731053
1D-014,1,0.252730618121,0.000768663599883,0.0204473644782,0.810857316056,0.199920644098,0.0711557756465,1.09243836733,0.817385672333,0.16942408923
1D-014,2,0.25273136276,0.000768684728067,0.0204465238733,0.810858055981,0.199928592574,0.0711797090794,1.09244173535,0.817414556338,0.169461034254
1D-014,3,0.252731002642,0.000768687911487,0.02044646446,0.810857698202,0.199929178225,0.0711810737834,1.09244169336,0.817416278995,0.169463180052
1D-014,4,0.252731002642,0.000768737370036,0.0204444880322,0.810857699423,0.199945097624,0.071226779676,1.09244737616,0.817472253434,0.16953426413
1D-014,5,0.252730618121,0.000768726506773,0.0204449461257,0.810857317615,0.199941053999,0.0712146792425,1.09244566111,0.817457596402,0.169515546495
1D-014,6,0.25273136276,0.000768677242673,0.0204467734024,0.810858055793,0.199926099124,0.0711723916677,1.0924408411,0.817405705688,0.169449733098
1D-014,7,0.252730393849,0.000768736548885,0.0204446371833,0.810857094115,0.199944092,0.0712233613499,1.09244659263,0.817468150612,0.169528984874
1D-015,0,0.0608497507299,0.0145982394446,0.00323624925291,0.526066456812,0.41301700902,0.0974790409495,0.937190414885,1.01855283792,0.31839247762
1D-015,1,0.0834296133987,0.02116003657,0.0146192330867,0.766784759442,0.619892987832,0.159171967845,1.38729636843,1.52241331312,0.485609031094
1D-015,2,0.0819177165858,0.0207235133484,0.0148564853181,0.762272400028,0.617825001463,0.15936827356,1.38292978946,1.51741753455,0.483128036253
1D-015,3,0.0602421896519,0.0178237154729,0.0232383417297,0.523949599308,0.46964582482,0.170520414823,0.951763105403,1.14199967979,0.45215320812
1D-015,4,0.0389003723442,0.0109759789115,0.0128777696073,0.283212316175,0.260421629056,0.110740537196,0.500493785385,0.63534109997,0.285047659942
1D-015,5,0.0892874089581,0.0169438988004,0.0153412609375,0.780318819219,0.555887148408,0.113482934013,1.38049970256,1.4074242366,0.377197644839
1D-015,6,0.0820487272407,0.017941598074,0.0169768225233,0.762576218184,0.580026925181,0.137150870622,1.37287009941,1.44876598521,0.422796529126
1D-015,7,0.087918352942,0.013974237334,0.0121341115806,0.779998083179,0.517610265816,0.0845096253063,1.37028890686,1.33576660797,0.309744162332
1D-016,0,0.251503012367,0.000767953476563,0.03123061996,0.809636463066,0.199953170178,0.0823159159593,1.09181057757,0.821195546886,0.179802590128
1D-016,1,0.251503050134,0.000769508286363,0.0257197582804,0.809636527467,0.200025465658,0.0764162864522,1.09172918945,0.819048401258,0.174204899306
1D-016,2,0.251503050426,0.000766811428143,0.0197483644245,0.809636438226,0.198071558731,0.0630632108055,1.0908833381,0.808944075604,0.157856946208
1D-016,3,0.25150307646,0.000768378582878,0.0142421912344,0.809636479896,0.198151430798,0.0571965049419,1.09080490608,0.806829049918,0.152304558086
1D-016,4,0.251503012367,0.000767943918628,0.0312271516474,0.809636462741,0.19994748365,0.0822915214127,1.09180835521,0.821171609009,0.179768921167
1D-016,5,0.251503050134,0.000769521638798,0.0257213348704,0.809636527888,0.200032297199,0.076441887946,1.0917317815,0.81907551247,0.174241665661
1D-016,6,0.251503050426,0.000766815529229,0.0197526016773,0.809636438398,0.198075128535,0.0630818579807,1.09088480711,0.808960642856,0.157881430434
1D-016,7,0.25150307646,0.00076838144042,0.0142420964109,0.809636479968,0.198152383148,0.0571993008759,1.09080524766,0.806832430911,0.152308875621
1D-017,0,0.251121728385,0.000769043419435,0.0153137522174,0.809256469182,0.198219722803,0.0581674141333,1.09058032978,0.807127044008,0.153198928401
1D-017,1,0.251121441728,0.000770295910054,0.0261476792163,0.809256248508,0.200207101584,0.077334548335,1.09154381843,0.819677686943,0.175266098333
1D-017,2,0.251121721806,0.00076918894537,0.0142900769253,0.809256453542,0.198235728711,0.0572402903699,1.09057211245,0.806846415477,0.152336674072
1D-017,3,0.25112166545,0.000770166166377,0.0271733488588,0.809256472078,0.200197073531,0.0782825301573,1.09155437904,0.819980965081,0.176158821682
1D-017,4,0.251121728385,0.000769059271762,0.0153084111088,0.809256469584,0.198224929565,0.0581781439074,1.09058213029,0.807143928274,0.153218187964
1D-017,5,0.251121441728,0.000770342840243,0.02614202234,0.809256249595,0.2002198279,0.0773626308307,1.09154815126,0.819718188174,0.175314282514
1D-017,6,0.251121721806,0.000769240200167,0.0142862927815,0.809256454821,0.19825252767,0.0572873374008,1.09057810249,0.806905223725,0.152410600295
1D-017,7,0.25112166545,0.000770144380164,0.0271621463169,0.80925647142,0.200186126793,0.0782325792544,1.09155007975,0.819934182795,0.176091374881
1D-018,0,0.250157600899,0.00077409110214,0.0209425828215,0.808294090517,0.200486275678,0.0715999129145,1.09086947882,0.817546548867,0.169777403055
1D-018,1,0.250158701248,0.000771133572535,0.0142963561362,0.808295068301,0.198394404622,0.0570754524122,1.08996186804,0.806657779845,0.152058182502
1D-018,2,0.250155058049,0.000774412607797,0.0209337621342,0.808291558476,0.200587299509,0.0718919042281,1.09090383137,0.817901022537,0.170229301107
1D-018,3,0.250156991222,0.000771208866325,0.014294118518,0.808293346867,0.198417148798,0.0571405913433,1.08996881046,0.806736838128,0.15215891539
1D-018,4,0.250157600899,0.000774185861087,0.0209399498124,0.808294092706,0.200513084459,0.0716731312471,1.09087891278,0.817638264717,0.169892842645
1D-018,5,0.250158701248,0.000771084591487,0.014297856988,0.808295067062,0.198377884628,0.0570265816318,1.08995593319,0.806598937134,0.151982897517
1D-018,6,0.250155058049,0.000774313871708,0.0209330573639,0.808291555921,0.200552503408,0.0717838690824,1.0908912317,0.817774918105,0.170065610714
1D-018,7,0.250156991222,0.000771451338362,0.0142843814702,0.808293352848,0.198495084317,0.0573641717505,1.08999662655,0.807010772339,0.152506726517
1D-019,0,0.246539038043,0.000781693923013,0.0256161028682,0.804648685641,0.200446547236,0.0732825680196,1.08837991373,0.815968932407,0.169757219028
1D-019,1,0.309680742102,0.00169237568876,0.00815579156225,0.811020790234,0.203824624566,0.0431489070775,1.08490200715,0.79008174628,0.135621510733
1D-019,2,0.246589050852,0.000781321106412,0.0254301632432,0.804704668542,0.200394753712,0.0729491953137,1.08839709569,0.815743950499,0.169371028271
1D-019,3,0.248022261075,0.000787430855401,0.0286269551638,0.805373093989,0.19991920804,0.0750883371557,1.08863343377,0.815459070198,0.17073440029
1D-019,4,0.246539038043,0.000780310632219,0.0257930735886,0.804648646736,0.199890394448,0.0716719976452,1.08817924932,0.813978614458,0.167239128372
1D-019,5,0.309680742102,0.00169237568876,0.00815579156225,0.811020790234,0.203824624566,0.0431489070775,1.08490200715,0.79008174628,0.135621510733
1D-019,6,0.246589050852,0.000779967213404,0.0256362578816,0.804704630577,0.19985340385,0.0714123323016,1.08820219441,0.813817039333,0.166949589795
1D-019,7,0.248022261075,0.000787390219136,0.0285624898805,0.805373092275,0.199881940754,0.0748708056628,1.08861768179,0.815276940011,0.170456786709
1D-020,0,0.309272050361,0.00170029343329,0.00817860249205,0.810490790701,0.203952178014,0.0431066462254,1.08454165489,0.790000881522,0.135534458947
1D-020,1,0.246586835393,0.000780507564471,0.0253926050122,0.804614375496,0.20007826396,0.0722229874011,1.08821966786,0.814718364654,0.168115284049
1D-020,2,0.247708828825,0.000792831252648,0.0250488716372,0.804816923023,0.200122949447,0.0715986476475,1.08822489858,0.814256541116,0.167446151279
1D-020,3,0.246306315213,0.000779169171349,0.0296412701216,0.804424277001,0.199822728821,0.075412199477,1.08807070452,0.815150745458,0.170639415802
1D-020,4,0.309272050361,0.00170029343329,0.00817860249205,0.810490790701,0.203952178014,0.0431066462254,1.08454165489,0.790000881522,0.135534458947
1D-020,5,0.246586835393,0.000780753327519,0.0252246923752,0.804614380453,0.200110922362,0.0720549543348,1.08822555377,0.814712730151,0.167998484992
1D-020,6,0.247708828825,0.000792505938808,0.0250435268015,0.804816914304,0.200002542999,0.0712228439554,1.08818125394,0.813819187487,0.166877705045
1D-020,7,0.246306315213,0.000779259725132,0.0297388216659,0.80442428101,0.199908520052,0.0758624956481,1.08810613998,0.815551152905,0.171230755314
1D-021,0,0.238370109761,0.000873038747538,0.00747152978942,0.796325088808,0.201956721673,0.0443502839164,1.08250254893,0.801680329798,0.139283310522
1D-021,1,0.264622815401,0.000750282207006,0.0196682609318,0.822487199395,0.196855034242,0.0682057872915,1.09933904788,0.814731346437,0.165894533809
1D-021,2,0.244263669887,0.00085304023029,0.0196048173829,0.802357394571,0.205530808759,0.0756833750144,1.08833369988,0.826504658862,0.178629796544
1D-021,3,0.219423698573,0.000992988790335,0.0197229150066,0.776242511416,0.211963474492,0.0703936466592,1.07208141739,0.823675309062,0.172158241082
1D-021,4,0.219423698573,0.00103965713155,0.0178002967458,0.776243126785,0.216203225866,0.0753761966019,1.07337782696,0.834303554815,0.183062611264
1D-021,5,0.264622815401,0.000754802656477,0.019548970904,0.822487299206,0.198058092493,0.0715152999026,1.09976320397,0.818860767571,0.171093708296
1D-021,6,0.244263669887,0.000844386792513,0.0137283684515,0.802357169111,0.202044439246,0.058143289245,1.08694934646,0.811171456118,0.155700888345
1D-021,7,0.238370109761,0.000924345508106,0.0118604042655,0.796325849068,0.208848996379,0.0653110533165,1.08490724089,0.825144736352,0.17026968286
1D-022,0,0.276847924206,0.00127473429178,0.0145976526515,0.803748516168,0.203234323859,0.0552268754237,1.083656243,0.801090747337,0.149326420068
1D-022,1,0.250967941443,0.000903342823122,0.0208200627789,0.801270774293,0.201869927256,0.0672571392876,1.08525696789,0.811920758215,0.163223258812
1D-022,2,0.251074424559,0.000904585387813,0.0208008679084,0.801281229591,0.20179429248,0.0669397437477,1.08522058011,0.811570443921,0.162765632483
1D-022,3,0.277063100105,0.0012778605779,0.0145784577811,0.803769155797,0.203170733115,0.0549094927422,1.08361567857,0.800729573374,0.148870072142
1D-022,4,0.276847924206,0.00127477786443,0.0146009780127,0.80374851745,0.20325396515,0.0552965333541,1.08366358878,0.80116657573,0.149427949501
1D-022,5,0.250967941443,0.000903389006474,0.020823770023,0.801270775656,0.20189087879,0.0673317577764,1.08526481121,0.812001798583,0.163331882942
1D-022,6,0.251074424559,0.000904587175474,0.0208011426036,0.801281229647,0.201795198627,0.0669431945941,1.08522092467,0.811574058261,0.16277055973
1D-022,7,0.277063100105,0.00127785975485,0.0145783505933,0.803769155771,0.20317032902,0.0549079830301,1.08361552561,0.800727975738,0.148867904692
1D-023,0,0.314700732238,0.00180290351771,0.00818965028297,0.810745791008,0.204639272155,0.0430867964366,1.0841478767,0.789397482022,0.13555870253
1D-023,1,0.246363112512,0.000779876958522,0.0295404550614,0.804454893058,0.200531055172,0.07805310647,1.08836018526,0.81802218502,0.174487901357
1D-023,2,0.246343300495,0.000780146839337,0.0260753014386,0.804444616289,0.20034315654,0.0735634191651,1.08821618829,0.815779156508,0.169815268981
1D-023,3,0.246367506688,0.000780391915491,0.0270007459403,0.804453118894,0.20052387455,0.0753180407226,1.0883088532,0.816941843734,0.171839305466
1D-023,4,0.314700732238,0.00180290351771,0.00818965028297,0.810745791008,0.204639272155,0.0430867964366,1.0841478767,0.789397482022,0.13555870253
